,Language,Meaning,Phonological Form,Cognate Class,cc
129,Old Irish,night,aðəɣʹ,E,night:E
130,Middle Cornish,night,nɔ:z,B,night:B
132,Middle Breton,night,ˈnoːs,B,night:B
133,Breton,night,ˈnoːs,B,night:B
136,Irish,night,"ˈiːçə, ˈiːhə, ˈiː",E,night:E
14,Ancient Greek,that,ekȇːnos,F/I,that:F/I
16,Greek,that,e̞ˈcino̞,F/I,that:F/I
20,Armenian Eastern,that,ɑɪ̯n,B,that:B
33,Ossetic,that,wɨtsɨ,C,that:C
34,Ossetic Iron,that,wusy,C,that:C
48,Assamese,that,xeito,B,that:B
52,Oriya,that,se(iʈa),B,that:B
55,Bihari,that,o,J,that:J
60,Urdu,that,woʰ,J,that:J
67,Marathi,that,"to, ti:, te",B,that:B
75,Old Church Slavonic,that,tʊ̆,B,that:B
76,Old Church Slavonic,that,ɔnʊ̆,F,that:F
77,Serbo-Croatian,that,tâːj,B,that:B
78,Serbo-Croatian,that,ˈɔ̌naːj,F,that:F
79,Bulgarian,that,ˈɔnzi,F,that:F
80,Macedonian,that,toj,B,that:B
81,Macedonian,that,ˈonɔj,F,that:F
82,Russian,that,tɔt,B,that:B
83,Polish,that,ˈtamtɛn,B,that:B
84,Belarusian,that,tɔj,B,that:B
85,Ukrainian,that,tɔj,B,that:B
86,Slovak,that,tamtɛn,B,that:B
87,Czech,that,ˈtamtɛn,B,that:B
88,Sorbian Upper,that,ˈtamnɘ̟,B,that:B
89,Sorbian Lower,that,ˈwɘ̟nɘ̟,F,that:F
90,Sorbian Lower,that,ˈtamnɘ̟,B,that:B
91,Slovenian,that,ˈtǐːsti,B,that:B
95,Old Norse,that,saː,B,that:B
96,Old Norse,that,θat,B,that:B
97,Icelandic,that,sauː,B,that:B
98,Icelandic,that,ˈθɛsːɪ,B,that:B
99,Icelandic,that,hɪnː,O,that:O
100,Faroese,that,ˈhɛaːsɪn,P,that:P
101,Faroese,that,tʰanː,B,that:B
102,Norwegian Riksmal,that,dɛnː,B,that:B
103,Stavangersk,that,"ˈdɛ̀nːə, ˈdɛ̀tːə, ˈdɪ̀sːə",B,that:B
104,Old Swedish,that,ˈθænːe,B,that:B
105,Old Swedish,that,saːr,B,that:B
106,Swedish,that,"ˈdɛ̀nə, ˈdɛ̀na",B,that:B
109,Elfdalian,that,ɛːðˈdɑːr; ɑnˈdɑːr; õːˈdɑːr,B,that:B
110,Danish,that,"dɛn, de",B,that:B
111,Danish Fjolde,that,dænʲ,B,that:B
113,Gutnish Lau,that,dɛnː (dɛːr),B,that:B
115,English,that,ðæt,B,that:B
116,Frisian,that,dɔt,B,that:B
117,Dutch,that,"di, dɑt, 'ɣenə",B,that:B
122,German,that,je:nɐ,G,that:G
123,German,that,das,B,that:B
131,Latin,that,ˈilːe,E,that:E
133,Catalan,that,ə'kɛʃ,D/E,that:D/E
134,Portuguese,that,ɐˈkilu,D/E,that:D/E
135,Spanish,that,a'kel,D/E,that:D/E
142,French,that,səla,D/E,that:D/E
151,Italian,that,kwel,D/E,that:D/E
155,Old Irish,that,sʹinʹ,B,that:B
156,Middle Cornish,that,'hɛn:a,B,that:B
11,Ancient Greek,here,entʰáde,D,here:D
12,Ancient Greek,here,entáù̯tʰa,D,here:D
13,Greek,here,e̞ˈðo̞,H,here:H
33,Ossetic,here,am,Q,here:Q
34,Ossetic Iron,here,am,Q,here:Q
35,Ossetic Digor,here,ami,Q,here:Q
42,Oriya,here,eʈhi,L,here:L
49,Urdu,here,jəhɑ̃,J/P,here:J/P
54,Marathi,here,"'itʰe, 'jetʰe",L,here:L
60,Old Church Slavonic,here,sɪ̆dɛ,B,here:B
61,Serbo-Croatian,here,ˈɔ̌ːvdjɛ,E,here:E
62,Bulgarian,here,(ˈ)tuk(a),N,here:N
63,Macedonian,here,ˈovdɛ,E,here:E
64,Macedonian,here,ˈtuka,N,here:N
65,Russian,here,zdʲɛsʲ,B,here:B
66,Polish,here,'tu(taj),N,here:N
67,Belarusian,here,tut,N,here:N
68,Ukrainian,here,tut,N,here:N
69,Slovak,here,tu,N,here:N
70,Czech,here,ˈtadɪ,N,here:N
71,Sorbian Upper,here,tu,N,here:N
72,Sorbian Lower,here,how,E,here:E
73,Slovenian,here,tu,N,here:N
78,Old Norse,here,heːr,B,here:B
79,Icelandic,here,hjɛːr,B,here:B
80,Faroese,here,heːɹ,B,here:B
81,Norwegian Riksmal,here,hæːɾ,B,here:B
82,Stavangersk,here,heːʁ,B,here:B
83,Old Swedish,here,hæːr,B,here:B
84,Swedish,here,hæːr,B,here:B
87,Elfdalian,here,jæːr; ˈjɛ́ːnɛ̃,B,here:B
88,Danish,here,"hɛˀɐ̯, heˀɐ̯",B,here:B
89,Danish Fjolde,here,heæɹ,B,here:B
91,Gutnish Lau,here,jæːr,B,here:B
93,English,here,hɪə,B,here:B
94,Frisian,here,jɪr,B,here:B
95,Dutch,here,hir,B,here:B
100,German,here,hi:ɐ̯,B,here:B
105,Latin,here,hiːk,F,here:F
107,Catalan,here,ə'ki,B/F/J,here:B/F/J
108,Portuguese,here,ɐˈki,B/F/J,here:B/F/J
109,Spanish,here,a'ki,B/F/J,here:B/F/J
116,French,here,isi,B/F/J,here:B/F/J
122,Italian,here,"kwi, kwa",B/F/J,here:B/F/J
126,Old Irish,here,sun(d),N,here:N
127,Middle Cornish,here,'ɔm:a,G,here:G
129,Middle Breton,here,ˈãmãn,G,here:G
130,Breton,here,ˈɑ̃mɑ̃,G,here:G
132,Irish,here,ənˈʃo,N,here:N
10,Ancient Greek,star,astɛ́ːr,V,star:V
12,Greek,star,asˈte̞ri,V,star:V
14,Classical Armenian,star,ɑst-ł,V,star:V
15,Armenian Eastern,star,ɑstəʁ,V,star:V
30,Ossetic,star,st'alɨ,V,star:V
31,Ossetic Iron,star,št'aly,V,star:V
32,Ossetic Digor,star,st'alu,V,star:V
41,Oriya,star,tara,V,star:V
43,Bihari,star,ʈara,V,star:V
45,Magahi,star,t̪əreɡən,V,star:V
48,Urdu,star,"t̪ɑɾə, sɪtɑɾə",V,star:V
53,Marathi,star,taɾa,V,star:V
54,Marathi,star,'tsãndəni:,A,star:A
58,Old Church Slavonic,star,dzʲvæzdɑ,C,star:C
59,Serbo-Croatian,star,ˈzvjɛ̌ːzda,C,star:C
60,Bulgarian,star,zvɘzˈda,C,star:C
61,Macedonian,star,ˈdzvezda,C,star:C
62,Russian,star,zvʲɛz'da,C,star:C
63,Polish,star,ˈɡvjazda,C,star:C
64,Belarusian,star,ˈzɔrka,D,star:D
65,Ukrainian,star,ˈzirka,D,star:D
66,Slovak,star,ˈɦviɛzda,C,star:C
67,Czech,star,ˈɦvjɛzda,C,star:C
68,Sorbian Upper,star,ˈwɪzda / ˈfɪzda / ˈvɪzda,C,star:C
69,Sorbian Lower,star,ˈɡwɪzda,C,star:C
70,Slovenian,star,ˈzvěːzda,C,star:C
74,Old Norse,star,ˈstjarna,V,star:V
75,Icelandic,star,ˈstjard̥na,V,star:V
76,Faroese,star,"ˈʃœd̥na, ˈstjœd̥na",V,star:V
77,Norwegian Riksmal,star,ˈstjæ̀ːɳə,V,star:V
78,Stavangersk,star,"ˈʂàʁna, ˈʂæ̀ʁna",V,star:V
79,Old Swedish,star,ˈstjæːrna,V,star:V
80,Swedish,star,ˈɧæ̀ːɳa,V,star:V
83,Elfdalian,star,ˈstɪ̀ɛnːɑ,V,star:V
84,Danish,star,ˈsd̥ʰjæɐ̯nə,V,star:V
85,Danish Fjolde,star,sdeːɹn,V,star:V
87,Gutnish Lau,star,ˈstjɛnːo,V,star:V
89,English,star,stɑ:,V,star:V
90,Frisian,star,stjɛ:r,V,star:V
91,Dutch,star,stɛr,V,star:V
96,German,star,ʃtɛrn,V,star:V
101,Latin,star,ˈsteːlːa,V,star:V
102,Catalan,star,əs'tɛl,V,star:V
103,Portuguese,star,ɨʃˈtɾelɐ,V,star:V
104,Spanish,star,es'tɾeʎa,V,star:V
110,French,star,etwal,V,star:V
116,Italian,star,'stella,V,star:V
120,Old Irish,star,rʹin(d),E,star:E
121,Old Irish,star,"rʹe:t, rʹe:tɣlu",E,star:E
122,Old Irish,star,sʹer,V,star:V
8,Ancient Greek,fog,omíkʰlɛː,A,fog:A
9,Greek,fog,kataxˈɲa,O,fog:O
10,Greek,fog,o̞ˈmixli,A,fog:A
12,Classical Armenian,fog,mêg,Y,fog:Y
32,Ossetic,fog,migʲ,A,fog:A
33,Ossetic Iron,fog,miʁ,A,fog:A
34,Ossetic Digor,fog,meʁɐ,A,fog:A
43,Assamese,fog,kuɔli,G,fog:G
44,Oriya,fog,kuhuɖi,G,fog:G
46,Bihari,fog,dhũin,F,fog:F
47,Magahi,fog,kʊhɑ,G,fog:G
49,Urdu,fog,d̪ʰʊ̃d̪,F,fog:F
53,Marathi,fog,'dʰuka,F,fog:F
57,Old Church Slavonic,fog,mɪ̆ɡlɑ,A,fog:A
58,Serbo-Croatian,fog,ˈmǎɡla,A,fog:A
59,Bulgarian,fog,məˈɡla,A,fog:A
60,Macedonian,fog,ˈmaɡla,A,fog:A
61,Russian,fog,tu'man,K,fog:K
62,Polish,fog,mɡwa,A,fog:A
63,Belarusian,fog,tuˈman,K,fog:K
64,Ukrainian,fog,tuˈman,K,fog:K
65,Slovak,fog,ɦmla,A,fog:A
66,Czech,fog,ˈml̩ɦa,A,fog:A
67,Sorbian Upper,fog,ˈkuʀjawa,Ad,fog:Ad
68,Sorbian Lower,fog,ˈkurʲawa,Ad,fog:Ad
69,Slovenian,fog,məˈɡla,A,fog:A
74,Old Norse,fog,ˈθoka,D,fog:D
75,Icelandic,fog,ˈθɔːka,D,fog:D
76,Faroese,fog,ˈmjœɹ̥tʃɪ,Z,fog:Z
77,Faroese,fog,ˈtʰoːka,D,fog:D
78,Norwegian Riksmal,fog,ˈtòːkə,D,fog:D
79,Stavangersk,fog,"skɔdː, ˈskɔ̀dːa",Aa,fog:Aa
80,Stavangersk,fog,ˈtòːɡa,D,fog:D
81,Old Swedish,fog,ˈθoːka,D,fog:D
82,Old Swedish,fog,ˈdimba,L,fog:L
83,Swedish,fog,ˈɕɔ̀kːa,D,fog:D
84,Swedish,fog,ˈdɪ̀mːa,L,fog:L
88,Elfdalian,fog,ˈdʉ̀mbɑ,L,fog:L
89,Danish,fog,d̥ʰɔ:wə,D,fog:D
90,Danish Fjolde,fog,tɔːɣ,D,fog:D
91,Gutnish Lau,fog,ˈdɪmbo,L,fog:L
92,Gutnish Lau,fog,tjokː,D,fog:D
96,Dutch,fog,mɪst,A,fog:A
97,Dutch,fog,'nevəl,I,fog:I
104,German,fog,'ne:bl̩,I,fog:I
108,Latin,fog,ˈnebula,I,fog:I
111,Catalan,fog,'bromə,C,fog:C
112,Portuguese,fog,nɨvuˈejɾu,I,fog:I
113,Spanish,fog,'njeβla,I,fog:I
118,French,fog,bʀujaʀ,E,fog:E
125,Italian,fog,'nebbja,I,fog:I
129,Old Irish,fog,kʹe:o,H,fog:H
130,Middle Cornish,fog,nɪʊl,I,fog:I
131,Middle Breton,fog,ˈbrỹːm,Ae/C,fog:Ae/C
137,Breton,fog,"ˈbrymːɛn, ˈbrymɛn",Ae/C,fog:Ae/C
139,Irish,fog,co:,H,fog:H
13,Ancient Greek,hit,týptɔː,K,hit:K
14,Greek,hit,xtiˈpo̞,L,hit:L
33,Ossetic,hit,ʦavɨn,Ab,hit:Ab
35,Ossetic Iron,hit,sɐv-,Ab,hit:Ab
36,Ossetic Digor,hit,cɐv-,Ab,hit:Ab
43,Assamese,hit,pit,S,hit:S
46,Oriya,hit,piʈiba,S,hit:S
49,Bihari,hit,marəb,F,hit:F
55,Urdu,hit,ʈəkɾɑnə,R,hit:R
61,Marathi,hit,'maɾɳe,F,hit:F
66,Old Church Slavonic,hit,udɑriti,I,hit:I
67,Serbo-Croatian,hit,ˈǔdariti,I,hit:I
68,Bulgarian,hit,ˈudrʲəm,I,hit:I
69,Macedonian,hit,ˈudira,I,hit:I
70,Russian,hit,udaˈrʲatʲ,I,hit:I
71,Polish,hit,uˈdɛʐaʨ,I,hit:I
72,Belarusian,hit,udaˈratsʲ,I,hit:I
73,Ukrainian,hit,udaˈrʲatɪ,I,hit:I
74,Slovak,hit,ˈuɟɛric,I,hit:I
75,Czech,hit,ˈudɛr̝ɪt,I,hit:I
76,Sorbian Upper,hit,ˈdɘ̟ʀitʃ,I,hit:I
77,Sorbian Lower,hit,ˈdɛrʲiɕ,I,hit:I
78,Slovenian,hit,uˈdǎːrjati,I,hit:I
83,Old Norse,hit,ˈberja,X,hit:X
84,Old Norse,hit,ˈdrepa,W,hit:W
85,Old Norse,hit,slaː,V,hit:V
87,Icelandic,hit,ˈb̥ɛrja,X,hit:X
88,Icelandic,hit,stlauː,V,hit:V
89,Icelandic,hit,ˈd̥rɛːpʰa,W,hit:W
90,Faroese,hit,ˈslo̜ːa,V,hit:V
92,Norwegian Riksmal,hit,ʃloː,V,hit:V
93,Stavangersk,hit,ˈtʁɛ̀fːa,W,hit:W
94,Stavangersk,hit,sloː,V,hit:V
95,Old Swedish,hit,slaː,V,hit:V
96,Swedish,hit,slo:,V,hit:V
99,Elfdalian,hit,l̥lɔː,V,hit:V
100,Elfdalian,hit,ˈdɑ̀ɪndʒɑ,Ah,hit:Ah
101,Danish,hit,ˈʁɑmə,Ai,hit:Ai
102,Danish,hit,slɔˀ,V,hit:V
103,Danish,hit,ˈd̥ʰʁafə,W,hit:W
104,Danish Fjolde,hit,sloa,V,hit:V
107,Gutnish Lau,hit,slɑː,V,hit:V
110,English,hit,hɪt,P,hit:P
112,Dutch,hit,'stotə(n),K,hit:K
113,Dutch,hit,slan,V,hit:V
114,Dutch,hit,rakə(n),B,hit:B
122,German,hit,'ʃla:gŋ̩,V,hit:V
123,German,hit,'trɛfn̩,W,hit:W
130,Latin,hit,feˈriːre,X,hit:X
131,Catalan,hit,kupə'ʒa,G,hit:G
132,Catalan,hit,'batɾə,Y,hit:Y
135,Spanish,hit,ɡolpe'aɾ,G,hit:G
151,Italian,hit,kol'pire,G,hit:G
152,Italian,hit,'battere,Y,hit:Y
156,Old Irish,hit,bu:əlʹəðʹ,M,hit:M
157,Old Irish,hit,bʹenəðʹ,T,hit:T
159,Middle Cornish,hit,'skwatja,H,hit:H
164,Middle Cornish,hit,'gwɛskɛl,Aa,hit:Aa
165,Middle Breton,hit,ˈskejṽ,H,hit:H
166,Breton,hit,"ˈskoi, ˈskei",H,hit:H
169,Irish,hit,bˠuəlʲ,M,hit:M
12,Ancient Greek,because,dióti,At,because:At
14,Greek,because,epiˈði,N,because:N
15,Greek,because,ˌðiˈo̞ti,At,because:At
16,Greek,because,ʝaˈti,D,because:D
18,Classical Armenian,because,zi,V,because:V
21,Armenian Eastern,because,ʋɔɾɔʋ(h)ɛtɛʋ,Ar,because:Ar
33,Ossetic,because,"wɨmæn æmæ, womæn æmæ",S,because:S
34,Ossetic Iron,because,wymɐn ɐmɐ,S,because:S
35,Ossetic Digor,because,womɐn ɐma,S,because:S
40,Assamese,because,karɒpn,C,because:C
41,Oriya,because,jogu,Aq,because:Aq
42,Oriya,because,hetu,Ae,because:Ae
43,Oriya,because,boli,X,because:X
44,Oriya,because,karɔɳɔ,C,because:C
47,Magahi,because,kɑheki,O,because:O
50,Urdu,because,kjũ ke,O,because:O
57,Marathi,because,'kaɾəɳ,C,because:C
61,Old Church Slavonic,because,pɔɲɛ(ʒɛ),Ac/I,because:Ac/I
62,Old Church Slavonic,because,zɑɲɛ(ʒɛ),Ab/I,because:Ab/I
63,Serbo-Croatian,because,jɛ̂r,I,because:I
64,Serbo-Croatian,because,ˈzǎtɔː ʃtɔ,A/Ab/F,because:A/Ab/F
65,Bulgarian,because,zəˈʃtɔtu,A/Ab/F,because:A/Ab/F
66,Macedonian,because,biˈdejci,Av,because:Av
67,Macedonian,because,zaˈto.aʃtɔ,A/Ab/F,because:A/Ab/F
68,Russian,because,pɔtɔˈmuʂtɔ,A/Ac/F,because:A/Ac/F
69,Polish,because,bɔ,V,because:V
70,Belarusian,because,bɔ,V,because:V
71,Ukrainian,because,tɔˈmu ʂtʂɔ,A/F,because:A/F
72,Slovak,because,ˈlɛbɔ,V,because:V
73,Slovak,because,ˈprɛtɔʒɛ,A/H,because:A/H
74,Czech,because,ˈprɔtɔʒɛ,A/H,because:A/H
75,Sorbian Upper,because,ˈdɔkɛlʃ,G,because:G
76,Sorbian Lower,because,ˈdɔkulʲaʂ,G,because:G
77,Slovenian,because,kɛr,As,because:As
84,Old Norse,because,θviː (at),L,because:L
85,Icelandic,because,af ˈθviː að,L,because:L
86,Faroese,because,tʰʊiː,L,because:L
87,Norwegian Riksmal,because,fɔˈɖiː,A/H,because:A/H
88,Stavangersk,because,fɔʁˈdeː (at),A/H,because:A/H
89,Old Swedish,because,θyː,L,because:L
90,Old Swedish,because,foːr at,H,because:H
91,Swedish,because,ˈɛ̀ftəˌʂɔmː,Ao,because:Ao
92,Swedish,because,e'me:dan,W,because:W
93,Swedish,because,ˈdærːfœr atː,A/H,because:A/H
96,Elfdalian,because,ɛtːɛrsós,Ao,because:Ao
97,Danish,because,fʌˈd̥iˀ,A/H,because:A/H
98,Danish Fjolde,because,ˈyvəɹ,An,because:An
99,Gutnish Lau,because,ˈdæːrfœːr atː,A/H,because:A/H
101,English,because,bɪkɒz,K,because:K
105,Dutch,because,ɔm'dɑt,A/U,because:A/U
114,German,because,vaĭl,M,because:M
119,Latin,because,kʷod,F,because:F
120,Catalan,because,pər'kɛ,F/H,because:F/H
121,Portuguese,because,ˈpuɾkɨ,F/H,because:F/H
122,Spanish,because,'poɾke,F/H,because:F/H
128,French,because,paʀs(ə) k(ə),F/H,because:F/H
135,Italian,because,per'ke,F/H,because:F/H
138,Old Irish,because,u:ərʹe,Al,because:Al
140,Middle Cornish,because,rag,Aa,because:Aa
141,Middle Breton,because,"raːk, rak",Aa,because:Aa
142,Middle Breton,because,paˈlaːmur,Au,because:Au
143,Breton,because,"ˌabaˈlɑ̃mur, aˈblɑ̃mǝr, blɑ̃m",Au,because:Au
144,Breton,because,"o ˈveːza ma (veǝ, veɑ̃)",E,because:E
145,Breton,because,rak ma,Aa/E,because:Aa/E
147,Breton,because,dre ma,E/Z,because:E/Z
9,Ancient Greek,dig,orýtːɔː,O,dig:O
10,Ancient Greek,dig,skáptɔː,B,dig:B
11,Greek,dig,ˈskavo̞,B,dig:B
13,Classical Armenian,dig,pʰɔɾ-ɛ-m,E,dig:E
16,Armenian Eastern,dig,pʰoˈɾɛl,E,dig:E
32,Ossetic,dig,kʲaχɨn,T,dig:T
33,Ossetic Iron,dig,k'aχ-,T,dig:T
34,Ossetic Digor,dig,k'aχ-,T,dig:T
39,Assamese,dig,khand,Ad,dig:Ad
40,Oriya,dig,khoɭiba,F,dig:F
43,Bihari,dig,khuəb,Ad,dig:Ad
44,Magahi,dig,kʰod̪ənɑ,Ad,dig:Ad
45,Magahi,dig,kʰənnɑ,Ad,dig:Ad
48,Urdu,dig,kʰod̪nə,F,dig:F
53,Marathi,dig,'kʰodɳe,Ad,dig:Ad
57,Old Church Slavonic,dig,kɔpɑti,B,dig:B
58,Serbo-Croatian,dig,ˈkɔ̌pati,B,dig:B
59,Bulgarian,dig,kuˈpajə,B,dig:B
60,Macedonian,dig,ˈkopa,B,dig:B
61,Russian,dig,rɨtʲ,O,dig:O
62,Russian,dig,kɔˈpatʲ,B,dig:B
63,Polish,dig,ˈkɔpaʨ,B,dig:B
64,Belarusian,dig,kaˈpatsʲ,B,dig:B
65,Ukrainian,dig,kɔˈpatɪ,B,dig:B
66,Slovak,dig,ˈkɔpac,B,dig:B
67,Czech,dig,ˈkɔpat,B,dig:B
68,Sorbian Upper,dig,ʀɘ̟tʃ,O,dig:O
69,Sorbian Lower,dig,rɘ̟ɕ,O,dig:O
70,Slovenian,dig,kɔˈpǎːti,B,dig:B
74,Old Norse,dig,ˈɡrava,N,dig:N
75,Icelandic,dig,ˈɡ̊raːva,N,dig:N
76,Faroese,dig,ˈɡ̊ɹɛaːva,N,dig:N
77,Norwegian Riksmal,dig,ˈɡɾàːʋə,N,dig:N
78,Stavangersk,dig,ˈgʁɑ̀ːʋa,N,dig:N
79,Old Swedish,dig,ˈɡraːva,N,dig:N
80,Swedish,dig,ˈgrɛ̀:va,N,dig:N
83,Elfdalian,dig,ˈgrɔ̀vɔ,N,dig:N
84,Danish,dig,ˈg̥ʁɑːvə,N,dig:N
85,Danish Fjolde,dig,ɡɹeːw,N,dig:N
87,Gutnish Lau,dig,ˈɡrɑːvɛ,N,dig:N
90,English,dig,dɪg,I,dig:I
92,Frisian,dig,'gra:və,N,dig:N
93,Dutch,dig,'dɛlvə(n),P,dig:P
94,Dutch,dig,ˈɣravə,N,dig:N
101,German,dig,'gra:bn̩,N,dig:N
106,Latin,dig,ˈfodere,J,dig:J
108,Catalan,dig,kə'βa,G,dig:G
109,Portuguese,dig,kɐˈvaɾ,G,dig:G
110,Spanish,dig,ka'βaɾ,G,dig:G
124,Italian,dig,ska'vare,G,dig:G
128,Old Irish,dig,klaðʹəðʹ,H,dig:H
129,Middle Cornish,dig,'palas,K,dig:K
130,Middle Breton,dig,ˈkaːuaṽ,G,dig:G
131,Middle Breton,dig,"ˈkløːðiṽ, ˈkløːsi",H,dig:H
133,Breton,dig,ˈkløːzã,H,dig:H
134,Breton,dig,"ˈkawɑ̃, ˈkaːvǝ, ˈkaɥɛɲ",G,dig:G
10,Ancient Greek,there,ekȇː,E/M,there:E/M
11,Greek,there,e̞ˈci,E/M,there:E/M
28,Ossetic,there,wɨm,G,there:G
29,Ossetic Iron,there,wym,G,there:G
30,Ossetic Digor,there,womi,G,there:G
44,Urdu,there,wəhɑ̃,L,there:L
50,Marathi,there,"'tetʰe, 'titʰə",L,there:L
54,Old Church Slavonic,there,tu,B,there:B
55,Serbo-Croatian,there,ˈtâmɔ,B,there:B
56,Bulgarian,there,tam,B,there:B
57,Macedonian,there,ˈtamu,B,there:B
58,Russian,there,tam,B,there:B
59,Polish,there,tam,B,there:B
60,Belarusian,there,tam,B,there:B
61,Ukrainian,there,tam,B,there:B
62,Slovak,there,tam,B,there:B
63,Czech,there,tam,B,there:B
64,Sorbian Upper,there,tam,B,there:B
65,Sorbian Lower,there,tam,B,there:B
66,Slovenian,there,tam,B,there:B
70,Old Norse,there,θar,B,there:B
71,Icelandic,there,θaːr,B,there:B
72,Faroese,there,hɛaːɹ,B,there:B
73,Norwegian Riksmal,there,dæːɾ,B,there:B
74,Stavangersk,there,dɛːʁ,B,there:B
75,Old Swedish,there,θæːr,B,there:B
76,Swedish,there,dæːr,B,there:B
79,Elfdalian,there,dɑːr,B,there:B
80,Danish,there,dɛɐ̯,B,there:B
81,Danish Fjolde,there,deæɹ,B,there:B
83,Gutnish Lau,there,dɛːr,B,there:B
85,English,there,ðɛə,B,there:B
86,Frisian,there,dər,B,there:B
87,Dutch,there,"dar, ɑl'dar",B,there:B
92,German,there,dɔrt,B,there:B
102,Latin,there,ˈibiː,S,there:S
104,Catalan,there,ə’ki,C,there:C
106,Portuguese,there,ɐˈi,C,there:C
108,Spanish,there,a'i,C,there:C
114,French,there,la,C,there:C
119,Italian,there,"la, ko'la, li",C,there:C
123,Middle Cornish,there,'ɛna,K,there:K
127,Irish,there,ənˈʃinʲ,F,there:F
11,Ancient Greek,woods,hýːlɛː,Ai,woods:Ai
12,Greek,woods,ˈðaso̞s,J,woods:J
14,Classical Armenian,woods,antaṙ,D,woods:D
15,Classical Armenian,woods,mayri,X,woods:X
16,Armenian Eastern,woods,ɑnˈtɑr,D,woods:D
29,Ossetic,woods,qæd,W,woods:W
30,Ossetic Iron,woods,qɐd,W,woods:W
31,Ossetic Digor,woods,ʁɐdɐ,W,woods:W
36,Assamese,woods,kathɒni,T,woods:T
37,Oriya,woods,bɔɳɔ,S,woods:S
38,Oriya,woods,ǰɔŋgɔlɔ,A,woods:A
41,Bihari,woods,kaʈh,T,woods:T
43,Magahi,woods,ɟəŋɡəl,A,woods:A
46,Urdu,woods,ʤə̃ɡəl,A,woods:A
51,Marathi,woods,dzʰa'ɖi:,Y,woods:Y
52,Marathi,woods,'dʒaŋgəl,A,woods:A
56,Old Church Slavonic,woods,læsʊ̆,H,woods:H
57,Serbo-Croatian,woods,ˈʃûma,U,woods:U
58,Bulgarian,woods,gu'ra,M,woods:M
59,Macedonian,woods,ˈʃuma,U,woods:U
60,Macedonian,woods,ˈɡora,M,woods:M
61,Russian,woods,lʲɛs,H,woods:H
62,Polish,woods,las,H,woods:H
63,Belarusian,woods,lʲɛs,H,woods:H
64,Ukrainian,woods,lʲis,H,woods:H
65,Slovak,woods,lɛs,H,woods:H
66,Czech,woods,lɛs,H,woods:H
67,Sorbian Upper,woods,lɪs,H,woods:H
68,Sorbian Lower,woods,ˈɡɘ̟lʲa,Ah,woods:Ah
69,Slovenian,woods,"gɔzd, ɡôːzd",Aj,woods:Aj
73,Old Norse,woods,mɔrk,Ad,woods:Ad
74,Old Norse,woods,viðr,N,woods:N
75,Old Norse,woods,skoːɡr,I,woods:I
76,Icelandic,woods,ˈskouːʏr,I,woods:I
77,Icelandic,woods,mœr̥k,Ad,woods:Ad
78,Faroese,woods,"ˈskɔuːɡʊɹ, skɔuːɡ",I,woods:I
79,Faroese,woods,mœɹ̥k,Ad,woods:Ad
80,Norwegian Riksmal,woods,skuːɡ,I,woods:I
81,Stavangersk,woods,skuːɡ,I,woods:I
82,Old Swedish,woods,mark,Ad,woods:Ad
83,Old Swedish,woods,ˈskoːɣer,I,woods:I
84,Swedish,woods,skuːg,I,woods:I
87,Elfdalian,woods,rɑɪs,Ac,woods:Ac
88,Elfdalian,woods,skʉəg,I,woods:I
89,Danish,woods,sg̥ɒwˀ,I,woods:I
90,Danish Fjolde,woods,sɡɔw,I,woods:I
92,Gutnish Lau,woods,skouɡ,I,woods:I
95,English,woods,wʊdz,N,woods:N
96,Frisian,woods,bosk,B,woods:B
97,Dutch,woods,wɑut,O,woods:O
98,Dutch,woods,bɔs,B,woods:B
105,German,woods,valt,O,woods:O
110,Latin,woods,ˈsilwa,R,woods:R
111,Catalan,woods,bɔsk,B,woods:B
113,Portuguese,woods,fluˈɾɛʃtɐ,E,woods:E
115,Spanish,woods,'boske,B,woods:B
121,French,woods,bwa,B,woods:B
129,Italian,woods,'bɔsko,B,woods:B
134,Old Irish,woods,kalʹlʹ,T,woods:T
135,Old Irish,woods,ɸʹið,Z,woods:Z
137,Middle Cornish,woods,'kɤzwɪk,F,woods:F
138,Middle Breton,woods,ˈkoat,F,woods:F
139,Breton,woods,ˈkwaːt,F,woods:F
7,Ancient Greek,breast,stɛ̑ːtʰos,I,breast:I
10,Greek,breast,ˈstiθo̞s,I,breast:I
11,Greek,breast,viˈzi,Z,breast:Z
12,Classical Armenian,breast,stin,I,breast:I
13,Classical Armenian,breast,kuɾt͡s-kʰ,Ac,breast:Ac
15,Armenian Eastern,breast,stin,I,breast:I
16,Armenian Eastern,breast,kuɾʦkʰ,Ac,breast:Ac
42,Oriya,breast,dud,K,breast:K
43,Bihari,breast,cuci,L,breast:L
44,Magahi,breast,cʰɑt̪i,W,breast:W
46,Urdu,breast,"pɪstɑn, sinə",I,breast:I
49,Old Church Slavonic,breast,pr̩ʲsi,D,breast:D
50,Serbo-Croatian,breast,ˈɡrûːdi,E,breast:E
51,Serbo-Croatian,breast,ˈpr̂sa,D,breast:D
52,Bulgarian,breast,ɡrɤd,E,breast:E
53,Macedonian,breast,ˈɡradi,E,breast:E
54,Russian,breast,grudʲ,E,breast:E
55,Polish,breast,pjɛrɕ,D,breast:D
56,Belarusian,breast,ˈɣrudzʲi,E,breast:E
57,Ukrainian,breast,ˈɦrudɪ,E,breast:E
