ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
1281	French	rain	plɥi	p l ɥ i	363	p l ɥ i	c288 c548 c453 v191	658	stan1290
1282	Czech	rain	dɛːʃtʲ	d ɛː ʃ tʲ	365	d ɛː ʃ tʲ	c143 v225 c677 c113	658	czec1258
1283	Icelandic	rain	rɛkn	r ɛ k n	362	r ɛ k n	c151 v229 c831 c105	658	icel1247
1284	Italian	rain	pjɔʤːa	p j ɔ dːʒ a	363	p j ɔ dːʒ a	c288 c564 v067 c656 v130	658	ital1282
1285	Portuguese	rain	ʃuvɐ	ʃ u v ɐ	363	ʃ u v ɐ	c677 v027 c446 v119	658	port1283
1286	Dutch	red	roːt	r oː t	368	r oː t	c151 v035 c118	156	dutc1256
1287	Swedish	red	røːd	r øː d	368	r øː d	c151 v169 c143	156	swed1254
1288	English	red	rɛd	r ɛ d	368	r ɛ d	c151 v229 c143	156	stan1293
1289	German	red	roːt	r oː t	368	r oː t	c151 v035 c118	156	stan1295
1290	Spanish	red	roxo	r o x o	368	r o x o	c151 v042 c772 v042	156	stan1288
1291	Danish	red	ʁœðˀ	ʁ œ ðˀ	368	ʁ œ ðˀ	c733 v178 c839	156	dani1285
1292	Bulgarian	red	ʧɛrvɛn	ʧ ɛ r v ɛ n	367	tʃ ɛ r v ɛ n	c645 v229 c151 c446 v229 c105	156	bulg1262
1293	Greek	red	kocinos	k o c i n o s	-369	k o c i n o s	c831 v042 c600 v191 c105 v042 c087	156	mode1248
1294	Armenian	red	kɑɾmiɾ	k ɑ ɾ m i ɾ	-372	k ɑ ɾ m i ɾ	c831 v089 c064 c239 v191 c064	156	nucl1235
1295	Romanian	red	roʃu	r o ʃ u	-368	r o ʃ u	c151 v042 c677 v027	156	roma1327
1296	Russian	red	krasnɨj	k r a s n ɨ j	370	k r a s n ɨ j	c831 c151 v130 c087 c105 v116 c564	156	russ1263
1297	Polish	red	ʧɛrvɔnɨ	ʧ ɛ r v ɔ n ɨ	367	tʃ ɛ r v ɔ n ɨ	c645 v229 c151 c446 v067 c105 v116	156	poli1260
1298	French	red	ʁuj	ʁ u j	368	ʁ u j	c733 v027 c564	156	stan1290
1299	Czech	red	ʧɛrvɛniː	ʧ ɛ r v ɛ n iː	367	tʃ ɛ r v ɛ n iː	c645 v229 c151 c446 v229 c105 v183	156	czec1258
1300	Icelandic	red	røyːðʏr	r ø yː ð ʏ r	368	r ø yː ð ʏ r	c151 v171 v168 c415 v173 c151	156	icel1247
1301	Italian	red	rosso	r o sː o	368	r o sː o	c151 v042 c070 v042	156	ital1282
1302	Hindi	red	laːl	l aː l	368	l aː l	c548 v137 c548	156	hind1269
1303	Portuguese	red	vərmeʎu	v ə r m e ʎ u	371	v ə r m e ʎ u	c446 v155 c151 c239 v200 c582 v027	156	port1283
1304	Dutch	road	ʋɛx	ʋ ɛ x	376	ʋ ɛ x	c424 v229 c772	667	dutc1256
1305	Swedish	road	vɛːg	v ɛː g	376	v ɛː g	c446 v225 c824	667	swed1254
1306	English	road	rəʊd	r əʊ d	381	r əu d	c151 d029 c143	667	stan1293
1307	German	road	veːk	v eː k	376	v eː k	c446 v202 c831	667	stan1295
1308	Spanish	road	bia	b ia	380	b ia	c254 d054	667	stan1288
1309	Danish	road	vɑjˀ	v ɑ jˀ	376	v ɑ jˀ	c446 v089 c566	667	dani1285
1310	Bulgarian	road	pɤt	p ɤ t	375	p ɤ t	c288 v084 c118	667	bulg1262
1311	Greek	road	ðromos	ð r o m o s	374	ð r o m o s	c415 c151 v042 c239 v042 c087	667	mode1248
1312	Armenian	road	ʧɑmpʰɑ	ʧ ɑ m pʰ ɑ	-382	tʃ ɑ m pʰ ɑ	c645 v089 c239 c261 v089	667	nucl1235
1313	Romanian	road	kale	k a l e	378	k a l e	c831 v130 c548 v200	667	roma1327
1314	Russian	road	dɐroɡə	d ɐ r o ɡ ə	373	d ɐ r o g ə	c143 v119 c151 v042 c824 v155	667	russ1263
1315	Polish	road	drɔɡa	d r ɔ ɡ a	373	d r ɔ g a	c143 c151 v067 c824 v130	667	poli1260
1316	French	road	ʃɛmɛ̃	ʃ ɛ m ɛ̃	-377	ʃ ɛ m ɛ̃	c677 v229 c239 v231	667	stan1290
1317	Czech	road	ʦɛsta	ʦ ɛ s t a	383	ts ɛ s t a	c015 v229 c087 c118 v130	667	czec1258
1318	Icelandic	road	vekʏr	v e k ʏ r	376	v e k ʏ r	c446 v200 c831 v173 c151	667	icel1247
1319	Italian	road	strada	s t r a d a	379	s t r a d a	c087 c118 c151 v130 c143 v130	667	ital1282
1320	Hindi	road	səɽək	s ə ɽ ə k	384	s ə ɽ ə k	c087 v155 c697 v155 c831	667	hind1269
1321	Portuguese	road	əʃtradɐ	ə ʃ t r a d ɐ	379	ə ʃ t r a d ɐ	v155 c677 c118 c151 v130 c143 v119	667	port1283
1322	English	road	ʋeɪ	ʋ eɪ	376	ʋ eɪ	c424 d048	667	stan1293
1323	Italian	road	via	v ia	380	v ia	c446 d054	667	ital1282
1324	Portuguese	road	viɐ	v j ɐ	380	v j ɐ	c446 c564 v119	667	port1283
1325	Dutch	root	ʋɔrtəl	ʋ ɔ r t ə l	386	ʋ ɔ r t ə l	c424 v067 c151 c118 v155 c548	670	dutc1256
1326	Swedish	root	roːt	r oː t	386	r oː t	c151 v035 c118	670	swed1254
1327	English	root	ruːt	r uː t	386	r uː t	c151 v019 c118	670	stan1293
1328	German	root	vʊrt͡səl	v ʊ r t͡s ə l	386	v ʊ r ts ə l	c446 v056 c151 c015 v155 c548	670	stan1295
1329	Spanish	root	ra.iθ	r a i θ	386	r a i θ	c151 v130 v191 c413	670	stan1288
1330	Danish	root	ʁoˀð	ʁ oˀ ð	386	ʁ oˀ ð	c733 v048 c415	670	dani1285
1331	Bulgarian	root	kɔrɛn	k ɔ r ɛ n	385	k ɔ r ɛ n	c831 v067 c151 v229 c105	670	bulg1262
1332	Greek	root	oðos	o ð o s	388	o ð o s	v042 c415 v042 c087	670	mode1248
1333	Armenian	root	ɑɾmɑt	ɑ ɾ m ɑ t	387	ɑ ɾ m ɑ t	v089 c064 c239 v089 c118	670	nucl1235
1334	Romanian	root	rədəʧinə	r ə d ə ʧ i n ə	386	r ə d ə tʃ i n ə	c151 v155 c143 v155 c645 v191 c105 v155	670	roma1327
1335	Russian	root	korʲɪnʲ	k o rʲ ɪ nʲ	385	k o rʲ ɪ nʲ	c831 v042 c162 v219 c099	670	russ1263
1336	Polish	root	kɔʒɛɲ	k ɔ ʒ ɛ ɲ	385	k ɔ ʒ ɛ ɲ	c831 v067 c679 v229 c589	670	poli1260
1337	French	root	ʁasin	ʁ a s i n	386	ʁ a s i n	c733 v130 c087 v191 c105	670	stan1290
1338	Czech	root	korɛn	k o r ɛ n	385	k o r ɛ n	c831 v042 c151 v229 c105	670	czec1258
1339	Icelandic	root	rouːt	r o uː t	386	r o uː t	c151 v042 v019 c118	670	icel1247
1340	Italian	root	radiʧe	r a d i ʧ e	386	r a d i tʃ e	c151 v130 c143 v191 c645 v200	670	ital1282
1341	Hindi	root	ʤəɽ	ʤ ə ɽ	389	dʒ ə ɽ	c649 v155 c697	670	hind1269
1342	Portuguese	root	ʀɐ.iʃ	ʀ ɐ i ʃ	386	ʀ ɐ i ʃ	c761 v119 v191 c677	670	port1283
1343	Greek	root	riza	r i z a	386	r i z a	c151 v191 c078 v130	670	mode1248
1344	Dutch	round	rɔnt	r ɔ n t	-392	r ɔ n t	c151 v067 c105 c118	1395	dutc1256
1345	Swedish	round	runːd	r u nː d	-392	r u nː d	c151 v027 c104 c143	1395	swed1254
1346	English	round	raʊnd	r aʊ n d	-392	r aʊ n d	c151 d028 c105 c143	1395	stan1293
1347	German	round	rʊnt	r ʊ n t	-392	r ʊ n t	c151 v056 c105 c118	1395	stan1295
1348	Spanish	round	reðondo	r e ð o n d o	390	r e ð o n d o	c151 v200 c415 v042 c105 c143 v042	1395	stan1288
1349	Danish	round	ʁɔnˀ	ʁ ɔ nˀ	-392	ʁ ɔ nˀ	c733 v067 c094	1395	dani1285
1350	Bulgarian	round	krɤgəl	k r ɤ g ə l	391	k r ɤ g ə l	c831 c151 v084 c824 v155 c548	1395	bulg1262
1351	Greek	round	stroɲɟilos	s t r o ɲ ɟ i l o s	393	s t r o ɲ ɟ i l o s	c087 c118 c151 v042 c589 c603 v191 c548 v042 c087	1395	mode1248
1352	Armenian	round	kəloɾ	k ə l o ɾ	394	k ə l o ɾ	c831 v155 c548 v042 c064	1395	nucl1235
1353	Romanian	round	rotund	r o t u n d	390	r o t u n d	c151 v042 c118 v027 c105 c143	1395	roma1327
1354	Russian	round	kruɡlɨj	k r u ɡ l ɨ j	391	k r u g l ɨ j	c831 c151 v027 c824 c548 v116 c564	1395	russ1263
1355	Polish	round	ɔkrɔ̃ɡwɨ	ɔ k r ɔ̃ ɡ w ɨ	391	ɔ k r ɔ̃ g w ɨ	v067 c831 c151 v066 c824 c457 v116	1395	poli1260
1356	French	round	ʁɔ̃	ʁ ɔ̃	390	ʁ ɔ̃	c733 v066	1395	stan1290
1357	Czech	round	okrowɦliː	o k r o w ɦ l iː	391	o k r o w ɦ l iː	v042 c831 c151 v042 c457 c397 c548 v183	1395	czec1258
1358	Icelandic	round	kʰriŋlouʰtʏr	kʰ r i ŋ l ou ʰt ʏ r	395	kʰ r i ŋ l ou ʰt ʏ r	c813 c151 v191 c795 c548 d006 c836 v173 c151	1395	icel1247
1359	Italian	round	rotondo	r o t o n d o	390	r o t o n d o	c151 v042 c118 v042 c105 c143 v042	1395	ital1282
1360	Hindi	round	gol	g o l	396	g o l	c824 v042 c548	1395	hind1269
1361	Portuguese	round	ʀədõdu	ʀ ə d õ d u	390	ʀ ə d õ d u	c761 v155 c143 v038 c143 v027	1395	port1283
2026	Dutch	salt	zɑut	z ɑu t	576	z ɑu t	c078 d023 c118	1274	dutc1256
2027	Swedish	salt	salːt	s a lː t	576	s a lː t	c087 v130 c539 c118	1274	swed1254
2028	English	salt	sɔːlt	s ɔː l t	576	s ɔː l t	c087 v065 c548 c118	1274	stan1293
2029	German	salt	zalt͡s	z a l t͡s	576	z a l ts	c078 v130 c548 c015	1274	stan1295
2030	Spanish	salt	sal	s a l	576	s a l	c087 v130 c548	1274	stan1288
2031	Danish	salt	salˀd	s a lˀ d	576	s a lˀ d	c087 v130 c550 c143	1274	dani1285
2032	Bulgarian	salt	sol	s o l	576	s o l	c087 v042 c548	1274	bulg1262
2033	Greek	salt	alati	a l a t i	576	a l a t i	v130 c548 v130 c118 v191	1274	mode1248
2034	Armenian	salt	ɑʁ	ɑ ʁ	576	ɑ ʁ	v089 c733	1274	nucl1235
2035	Romanian	salt	sare	s a r e	576	s a r e	c087 v130 c151 v200	1274	roma1327
2036	Russian	salt	solʲ	s o lʲ	576	s o lʲ	c087 v042 c540	1274	russ1263
2037	Polish	salt	sul	s u l	576	s u l	c087 v027 c548	1274	poli1260
2038	Norwegian	salt	sɑlt	s ɑ l t	576	s ɑ l t	c087 v089 c548 c118	1274	norw1258
2039	French	salt	sɛl	s ɛ l	576	s ɛ l	c087 v229 c548	1274	stan1290
2040	Czech	salt	suːl	s uː l	576	s uː l	c087 v019 c548	1274	czec1258
2041	Icelandic	salt	sal̥t	s a l̥ t	576	s a l̥ t	c087 v130 c538 c118	1274	icel1247
2042	Italian	salt	sale	s a l e	576	s a l e	c087 v130 c548 v200	1274	ital1282
2043	Portuguese	salt	sal	s a l	576	s a l	c087 v130 c548	1274	port1283
1362	Dutch	sand	zɑnt	z ɑ n t	398	z ɑ n t	c078 v089 c105 c118	671	dutc1256
1363	Swedish	sand	sanːd	s a nː d	398	s a nː d	c087 v130 c104 c143	671	swed1254
1364	English	sand	sænd	s æ n d	398	s æ n d	c087 v198 c105 c143	671	stan1293
1365	German	sand	zant	z a n t	398	z a n t	c078 v130 c105 c118	671	stan1295
1366	Spanish	sand	aɾena	a ɾ e n a	402	a ɾ e n a	v130 c064 v200 c105 v130	671	stan1288
1367	Danish	sand	sanˀ	s a nˀ	398	s a nˀ	c087 v130 c094	671	dani1285
1368	Bulgarian	sand	pʲasək	pʲ a s ə k	400	pʲ a s ə k	c270 v130 c087 v155 c831	671	bulg1262
1369	Greek	sand	amos	a m o s	398	a m o s	v130 c239 v042 c087	671	mode1248
1370	Armenian	sand	ɑvɑz	ɑ v ɑ z	397	ɑ v ɑ z	v089 c446 v089 c078	671	nucl1235
1371	Romanian	sand	nisip	n i s i p	-401	n i s i p	c105 v191 c087 v191 c288	671	roma1327
1372	Russian	sand	pʲɪsok	pʲ ɪ s o k	400	pʲ ɪ s o k	c270 v219 c087 v042 c831	671	russ1263
1373	Polish	sand	pʲasɛk	pʲ a s ɛ k	400	pʲ a s ɛ k	c270 v130 c087 v229 c831	671	poli1260
1374	French	sand	sabl	s a b l	397	s a b l	c087 v130 c254 c548	671	stan1290
1375	Czech	sand	piːsɛk	p iː s ɛ k	400	p iː s ɛ k	c288 v183 c087 v229 c831	671	czec1258
1376	Icelandic	sand	santʏr	s a n t ʏ r	398	s a n t ʏ r	c087 v130 c105 c118 v173 c151	671	icel1247
1377	Italian	sand	sabbja	s a bː j a	397	s a bː j a	c087 v130 c281 c564 v130	671	ital1282
1378	Hindi	sand	ret	r e t	403	r e t	c151 v200 c118	671	hind1269
1379	Portuguese	sand	ɐrɐjɐ	ɐ r ɐ j ɐ	402	ɐ r ɐ j ɐ	v119 c151 v119 c564 v119	671	port1283
1380	Hindi	sand	baːluː	b aː l uː	399	b aː l uː	c254 v137 c548 v019	671	hind1269
1381	Dutch	say	zɛɣə	z ɛ ɣ ə	405	z ɛ ɣ ə	c078 v229 c774 v155	1458	dutc1256
1382	Swedish	say	sɛja	s ɛ j a	405	s ɛ j a	c087 v229 c564 v130	1458	swed1254
1383	English	say	seɪ	s eɪ	405	s eɪ	c087 d048	1458	stan1293
1384	German	say	zaːɡən	z aː ɡ ə n	405	z aː g ə n	c078 v137 c824 v155 c105	1458	stan1295
1385	Spanish	say	deθiɾ	d e θ i ɾ	408	d e θ i ɾ	c143 v200 c413 v191 c064	1458	stan1288
1386	Danish	say	siː	s iː	405	s iː	c087 v183	1458	dani1285
1387	Bulgarian	say	kaʒə	k a ʒ ə	409	k a ʒ ə	c831 v130 c679 v155	1458	bulg1262
1388	Greek	say	leɣo	l e ɣ o	410	l e ɣ o	c548 v200 c774 v042	1458	mode1248
1389	Armenian	say	ɑsɛl	ɑ s ɛ l	406	ɑ s ɛ l	v089 c087 v229 c548	1458	nucl1235
1390	Romanian	say	ziʧe	z i ʧ e	408	z i tʃ e	c078 v191 c645 v200	1458	roma1327
1391	Russian	say	skɐzatʲ	s k ɐ z a tʲ	409	s k ɐ z a tʲ	c087 c831 v119 c078 v130 c113	1458	russ1263
1392	Polish	say	pɔvʲɛʥɛʨ	p ɔ vʲ ɛ ʥ ɛ ʨ	407	p ɔ vʲ ɛ dʑ ɛ tɕ	c288 v067 c429 v229 c195 v229 c198	1458	poli1260
1393	Norwegian	say	siː	s iː	405	s iː	c087 v183	1458	norw1258
1394	French	say	diʁ	d i ʁ	408	d i ʁ	c143 v191 c733	1458	stan1290
1395	Czech	say	riːkat	r iː k a t	412	r iː k a t	c151 v183 c831 v130 c118	1458	czec1258
1396	Icelandic	say	seiːja	s e iː j a	405	s e iː j a	c087 v200 v183 c564 v130	1458	icel1247
1397	Italian	say	dire	d i r e	408	d i r e	c143 v191 c151 v200	1458	ital1282
1398	Hindi	say	kəɦnaː	k ə ɦ n aː	411	k ə ɦ n aː	c831 v155 c397 c105 v137	1458	hind1269
1399	Portuguese	say	dizer	d i z e r	408	d i z e r	c143 v191 c078 v200 c151	1458	port1283
1400	Hindi	say	boːlnaː	b oː l n aː	404	b oː l n aː	c254 v035 c548 c105 v137	1458	hind1269
1401	Dutch	see	ziːn	z iː n	414	z iː n	c078 v183 c105	1409	dutc1256
1402	Swedish	see	seː	s eː	414	s eː	c087 v202	1409	swed1254
1403	English	see	siː	s iː	414	s iː	c087 v183	1409	stan1293
1404	German	see	zeːən	z eː ə n	414	z eː ə n	c078 v202 v155 c105	1409	stan1295
1405	Spanish	see	beɾ	b e ɾ	413	b e ɾ	c254 v200 c064	1409	stan1288
1406	Danish	see	seˀ	s eˀ	414	s eˀ	c087 v205	1409	dani1285
1407	Bulgarian	see	viʒdəm	v i ʒ d ə m	413	v i ʒ d ə m	c446 v191 c679 c143 v155 c239	1409	bulg1262
1408	Greek	see	vlepo	v l e p o	415	v l e p o	c446 c548 v200 c288 v042	1409	mode1248
1409	Armenian	see	tɛsnɛl	t ɛ s n ɛ l	416	t ɛ s n ɛ l	c118 v229 c087 c105 v229 c548	1409	nucl1235
1410	Romanian	see	vedea	v e d e a	413	v e d e a	c446 v200 c143 v200 v130	1409	roma1327
1411	Russian	see	vʲidʲɪtʲ	vʲ i dʲ ɪ tʲ	413	vʲ i dʲ ɪ tʲ	c429 v191 c127 v219 c113	1409	russ1263
1412	Polish	see	viʥɛʨ	v i ʥ ɛ ʨ	413	v i dʑ ɛ tɕ	c446 v191 c195 v229 c198	1409	poli1260
1413	Norwegian	see	seː	s eː	414	s eː	c087 v202	1409	norw1258
1414	French	see	vwaʁ	v w a ʁ	413	v w a ʁ	c446 c457 v130 c733	1409	stan1290
1415	Czech	see	vɪdʲɛt	v ɪ dʲ ɛ t	413	v ɪ dʲ ɛ t	c446 v219 c127 v229 c118	1409	czec1258
1416	Icelandic	see	sjauː	s j a uː	414	s j a uː	c087 c564 v130 v019	1409	icel1247
1417	Italian	see	vedere	v e d e r e	413	v e d e r e	c446 v200 c143 v200 c151 v200	1409	ital1282
1418	Hindi	see	deːkʰnaː	d eː kʰ n aː	417	d eː kʰ n aː	c143 v202 c813 c105 v137	1409	hind1269
1419	Portuguese	see	ver	v e r	413	v e r	c446 v200 c151	1409	port1283
1420	Dutch	seed	zaːt	z aː t	421	z aː t	c078 v137 c118	714	dutc1256
1421	Swedish	seed	frøː	f r øː	420	f r øː	c447 c151 v169	714	swed1254
1422	English	seed	siːd	s iː d	421	s iː d	c087 v183 c143	714	stan1293
1423	German	seed	zaːmən	z aː m ə n	421	z aː m ə n	c078 v137 c239 v155 c105	714	stan1295
1424	Spanish	seed	semiʎa	s e m i ʎ a	421	s e m i ʎ a	c087 v200 c239 v191 c582 v130	714	stan1288
1425	Danish	seed	fʁœˀ	f ʁ œˀ	420	f ʁ œˀ	c447 c733 v246	714	dani1285
1426	Bulgarian	seed	sɛmɛ	s ɛ m ɛ	421	s ɛ m ɛ	c087 v229 c239 v229	714	bulg1262
1427	Greek	seed	sporos	s p o r o s	423	s p o r o s	c087 c288 v042 c151 v042 c087	714	mode1248
1428	Armenian	seed	seɾm	s e ɾ m	-419	s e ɾ m	c087 v200 c064 c239	714	nucl1235
1429	Romanian	seed	səmɨnʦə	s ə m ɨ n ʦ ə	421	s ə m ɨ n ts ə	c087 v155 c239 v116 c105 c015 v155	714	roma1327
1430	Russian	seed	sʲemʲə	sʲ e mʲ ə	421	sʲ e mʲ ə	c088 v200 c240 v155	714	russ1263
1431	Polish	seed	ɕɛmʲɛ̃	ɕ ɛ mʲ ɛ̃	421	ɕ ɛ mʲ ɛ̃	c202 v229 c240 v231	714	poli1260
1432	Norwegian	seed	fɾøː	f ɾ øː	420	f ɾ øː	c447 c064 v169	714	norw1258
1433	French	seed	semɑ̃s	s e m ɑ̃ s	421	s e m ɑ̃ s	c087 v200 c239 v088 c087	714	stan1290
1434	Czech	seed	sɛmɛno	s ɛ m ɛ n o	421	s ɛ m ɛ n o	c087 v229 c239 v229 c105 v042	714	czec1258
1435	Icelandic	seed	fraiː	f r a iː	420	f r a iː	c447 c151 v130 v183	714	icel1247
1436	Italian	seed	seme	s e m e	421	s e m e	c087 v200 c239 v200	714	ital1282
1437	Hindi	seed	biːʤ	b iː ʤ	418	b iː dʒ	c254 v183 c649	714	hind1269
1438	Portuguese	seed	səmẽtə	s ə m ẽ t ə	421	s ə m ẽ t ə	c087 v155 c239 v201 c118 v155	714	port1283
1439	French	seed	ɡʁɛn	ɡ ʁ ɛ n	422	g ʁ ɛ n	c824 c733 v229 c105	714	stan1290
2044	Dutch	short	kɔrt	k ɔ r t	-581	k ɔ r t	c831 v067 c151 c118	1645	dutc1256
2045	Swedish	short	kɔrt	k ɔ r t	-581	k ɔ r t	c831 v067 c151 c118	1645	swed1254
2046	English	short	ʃɔːrt	ʃ ɔː r t	581	ʃ ɔː r t	c677 v065 c151 c118	1645	stan1293
2047	German	short	kʊrt͡s	k ʊ r t͡s	-581	k ʊ r ts	c831 v056 c151 c015	1645	stan1295
2048	Spanish	short	koɾto	k o ɾ t o	581	k o ɾ t o	c831 v042 c064 c118 v042	1645	stan1288
2049	Danish	short	kɒːd	k ɒː d	-581	k ɒː d	c831 v053 c143	1645	dani1285
2050	Bulgarian	short	kratək	k r a t ə k	581	k r a t ə k	c831 c151 v130 c118 v155 c831	1645	bulg1262
2051	Greek	short	kondos	k o n d o s	582	k o n d o s	c831 v042 c105 c143 v042 c087	1645	mode1248
2052	Armenian	short	kɑɾʧ	k ɑ ɾ ʧ	581	k ɑ ɾ tʃ	c831 v089 c064 c645	1645	nucl1235
2053	Romanian	short	skurt	s k u r t	581	s k u r t	c087 c831 v027 c151 c118	1645	roma1327
2054	Russian	short	kɐrotkʲɪj	k ɐ r o t kʲ ɪ j	581	k ɐ r o t kʲ ɪ j	c831 v119 c151 v042 c118 c830 v219 c564	1645	russ1263
2055	Polish	short	krutki	k r u t k i	581	k r u t k i	c831 c151 v027 c118 c831 v191	1645	poli1260
2056	Norwegian	short	kɔʈ	k ɔ ʈ	-581	k ɔ ʈ	c831 v067 c711	1645	norw1258
2057	French	short	kuʁ	k u ʁ	581	k u ʁ	c831 v027 c733	1645	stan1290
2058	Czech	short	kraːtkiː	k r aː t k iː	581	k r aː t k iː	c831 c151 v137 c118 c831 v183	1645	czec1258
2059	Icelandic	short	stʏʰtʏr	s t ʏ ʰt ʏ r	578	s t ʏ ʰt ʏ r	c087 c118 v173 c836 v173 c151	1645	icel1247
2060	Italian	short	brɛve	b r ɛ v e	577	b r ɛ v e	c254 c151 v229 c446 v200	1645	ital1282
2061	Hindi	short	ʧʰoʈaː	ʧʰ o ʈ aː	579	tʃʰ o ʈ aː	c655 v042 c711 v137	1645	hind1269
2062	Portuguese	short	kurtu	k u r t u	581	k u r t u	c831 v027 c151 c118 v027	1645	port1283
2063	Spanish	short	breve	b r e v e	577	b r e v e	c254 c151 v200 c446 v200	1645	stan1288
2064	Bulgarian	short	kɤs	k ɤ s	580	k ɤ s	c831 v084 c087	1645	bulg1262
2065	French	short	bʁɛf	b ʁ ɛ f	577	b ʁ ɛ f	c254 c733 v229 c447	1645	stan1290
2066	Italian	short	korto	k o r t o	581	k o r t o	c831 v042 c151 c118 v042	1645	ital1282
2067	Portuguese	short	brɛvə	b r ɛ v ə	577	b r ɛ v ə	c254 c151 v229 c446 v155	1645	port1283
1440	Dutch	sit	zɪtə	z ɪ t ə	424	z ɪ t ə	c078 v219 c118 v155	1416	dutc1256
1441	Swedish	sit	sitːa	s i tː a	424	s i tː a	c087 v191 c128 v130	1416	swed1254
1442	English	sit	sɪt	s ɪ t	424	s ɪ t	c087 v219 c118	1416	stan1293
1443	German	sit	zɪt͡sən	z ɪ t͡s ə n	424	z ɪ ts ə n	c078 v219 c015 v155 c105	1416	stan1295
1444	Spanish	sit	sentaðo	s e n t a ð o	424	s e n t a ð o	c087 v200 c105 c118 v130 c415 v042	1416	stan1288
1445	Danish	sit	seðə	s e ð ə	424	s e ð ə	c087 v200 c415 v155	1416	dani1285
1446	Bulgarian	sit	sɛdʲɤ	s ɛ dʲ ɤ	424	s ɛ dʲ ɤ	c087 v229 c127 v084	1416	bulg1262
1447	Greek	sit	kaθome	k a θ o m e	426	k a θ o m e	c831 v130 c413 v042 c239 v200	1416	mode1248
1448	Armenian	sit	nəstɛl	n ə s t ɛ l	424	n ə s t ɛ l	c105 v155 c087 c118 v229 c548	1416	nucl1235
1449	Romanian	sit	ʃedea	ʃ e d e a	424	ʃ e d e a	c677 v200 c143 v200 v130	1416	roma1327
1450	Russian	sit	sʲɪdʲetʲ	sʲ ɪ dʲ e tʲ	424	sʲ ɪ dʲ e tʲ	c088 v219 c127 v200 c113	1416	russ1263
1451	Polish	sit	ɕɛʥɛʨ	ɕ ɛ ʥ ɛ ʨ	424	ɕ ɛ dʑ ɛ tɕ	c202 v229 c195 v229 c198	1416	poli1260
1452	Norwegian	sit	sitə	s i t ə	424	s i t ə	c087 v191 c118 v155	1416	norw1258
1453	French	sit	ɛtʁasi	ɛ t ʁ a s i	424	ɛ t ʁ a s i	v229 c118 c733 v130 c087 v191	1416	stan1290
1454	Czech	sit	sɛdʲɛt	s ɛ dʲ ɛ t	424	s ɛ dʲ ɛ t	c087 v229 c127 v229 c118	1416	czec1258
1455	Icelandic	sit	sɪːtja	s ɪː t j a	424	s ɪː t j a	c087 v221 c118 c564 v130	1416	icel1247
1456	Italian	sit	sedere	s e d e r e	424	s e d e r e	c087 v200 c143 v200 c151 v200	1416	ital1282
1457	Hindi	sit	bɛːʈʰnaː	b ɛː ʈʰ n aː	425	b ɛː ʈʰ n aː	c254 v225 c719 c105 v137	1416	hind1269
1458	Portuguese	sit	sẽtar	s ẽ t a r	424	s ẽ t a r	c087 v201 c118 v130 c151	1416	port1283
1459	Dutch	skin	vɛl	v ɛ l	427	v ɛ l	c446 v229 c548	763	dutc1256
1460	Swedish	skin	ɧinː	ɧ i nː	433	ɧ i nː	c613 v191 c104	763	swed1254
1461	English	skin	skɪn	s k ɪ n	-433	s k ɪ n	c087 c831 v219 c105	763	stan1293
1462	German	skin	haut	h au t	432	h au t	c401 d026 c118	763	stan1295
1463	Spanish	skin	pjel	p j e l	427	p j e l	c288 c564 v200 c548	763	stan1288
1464	Danish	skin	huðˀ	h u ðˀ	432	h u ðˀ	c401 v027 c839	763	dani1285
1465	Bulgarian	skin	kɔʒə	k ɔ ʒ ə	429	k ɔ ʒ ə	c831 v067 c679 v155	763	bulg1262
1466	Greek	skin	ðerma	ð e r m a	428	ð e r m a	c415 v200 c151 c239 v130	763	mode1248
1467	Armenian	skin	mɑʃk	m ɑ ʃ k	-431	m ɑ ʃ k	c239 v089 c677 c831	763	nucl1235
1468	Romanian	skin	pjele	p j e l e	427	p j e l e	c288 c564 v200 c548 v200	763	roma1327
1469	Russian	skin	koʒə	k o ʒ ə	429	k o ʒ ə	c831 v042 c679 v155	763	russ1263
1470	Polish	skin	skura	s k u r a	430	s k u r a	c087 c831 v027 c151 v130	763	poli1260
1471	Norwegian	skin	hʉːd	h ʉː d	432	h ʉː d	c401 v100 c143	763	norw1258
1472	French	skin	po	p o	427	p o	c288 v042	763	stan1290
1473	Czech	skin	kuːʒɛ	k uː ʒ ɛ	429	k uː ʒ ɛ	c831 v019 c679 v229	763	czec1258
1474	Icelandic	skin	huːð	h uː ð	432	h uː ð	c401 v019 c415	763	icel1247
1475	Italian	skin	pɛlle	p ɛ lː e	427	p ɛ lː e	c288 v229 c539 v200	763	ital1282
1476	Hindi	skin	ʧəməɽiː	ʧ ə m ə ɽ iː	430	tʃ ə m ə ɽ iː	c645 v155 c239 v155 c697 v183	763	hind1269
1477	Portuguese	skin	pɛlə	p ɛ l ə	427	p ɛ l ə	c288 v229 c548 v155	763	port1283
1478	Dutch	skin	hœyt	h œi t	432	h œi t	c401 d042 c118	763	dutc1256
1479	Swedish	skin	huːd	h uː d	432	h uː d	c401 v019 c143	763	swed1254
1480	Icelandic	skin	scɪnː	s c ɪ nː	433	s c ɪ nː	c087 c600 v219 c104	763	icel1247
