ID	DOCULECT	CONCEPT	IDS_ID	COUNTERPART	IPA	COGID	TOKENS	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOLOG
1480	Dutch	the shoemaker	6.54	schoenmaker	sxuːn#maːkər	1185	s x uː n # m aː k ə r	s x uː n _ m aː k ə r	c087 c772 v019 c105 m001 c239 v137 c831 v155 c151	875	SHOEMAKER	dutc1256
1481	English	the shoemaker	6.54	shoemaker	ʃuː#meɪkər	1185	ʃ uː # m eɪ k ə r	ʃ uː _ m eɪ k ə r	c677 v019 m001 c239 d048 c831 v155 c151	875	SHOEMAKER	stan1293
55	German	the shore	1.27	Ufer	uːfər	1091	uː f ə r	uː f ə r	v019 c447 v155 c151	113	SHORE	stan1295
56	German	the shore	1.27	Strand	ʃtrant	1094	ʃ t r a n t	ʃ t r a n t	c677 c118 c151 v130 c105 c118	113	SHORE	stan1295
57	French	the shore	1.27	rivage	ʀivaʒ	1093	ʀ i v a ʒ	ʀ i v a ʒ	c761 v191 c446 v130 c679	113	SHORE	stan1290
58	French	the shore	1.27	côte	kot	1095	k o t	k o t	c831 v042 c118	113	SHORE	stan1290
59	French	the shore	1.27	littoral	litɔʀal	1096	l i t ɔ ʀ a l	l i t ɔ ʀ a l	c548 v191 c118 v067 c761 v130 c548	113	SHORE	stan1290
60	Dutch	the shore	1.27	oever	uːvər	1091	uː v ə r	uː v ə r	v019 c446 v155 c151	113	SHORE	dutc1256
61	English	the shore	1.27	shore	ʃɔːr	1092	ʃ ɔː r	ʃ ɔː r	c677 v065 c151	113	SHORE	stan1293
859	German	the shoulder	4.3	Schulter	ʃʊltər	2174	ʃ ʊ l t ə r	ʃ ʊ l t ə r	c677 v056 c548 c118 v155 c151	1482	SHOULDER	stan1295
860	French	the shoulder	4.3	épaule	epol	2175	e p o l	e p o l	v200 c288 v042 c548	1482	SHOULDER	stan1290
861	Dutch	the shoulder	4.3	schouder	sxɑudər	2174	s x ɑu d ə r	s x ɑu d ə r	c087 c772 d023 c143 v155 c151	1482	SHOULDER	dutc1256
862	English	the shoulder	4.3	shoulder	ʃəʊldər	2174	ʃ əʊ l d ə r	ʃ əu l d ə r	c677 d029 c548 c143 v155 c151	1482	SHOULDER	stan1293
1734	German	the shovel	8.24	Schaufel	ʃaufəl	2094	ʃ au f ə l	ʃ au f ə l	c677 d026 c447 v155 c548	1901	SHOVEL	stan1295
1735	French	the shovel	8.24	pelle	pɛl	2095	p ɛ l	p ɛ l	c288 v229 c548	1901	SHOVEL	stan1290
1736	Dutch	the shovel	8.24	schop	sxɔp	2096	s x ɔ p	s x ɔ p	c087 c772 v067 c288	1901	SHOVEL	dutc1256
1737	English	the shovel	8.24	shovel	ʃʌvḷ	2094	ʃ ʌ v ḷ	ʃ ʌ v l̩	c677 v097 c446 c537	1901	SHOVEL	stan1293
2646	German	the side	12.36	Seite	zaitə	864	z ai t ə	z ai t ə	c078 d030 c118 v155	682	SIDE	stan1295
2647	French	the side	12.36	côté	kote	865	k o t e	k o t e	c831 v042 c118 v200	682	SIDE	stan1290
2648	Dutch	the side	12.36	kant	kɑnt	866	k ɑ n t	k ɑ n t	c831 v089 c105 c118	682	SIDE	dutc1256
2649	English	the side	12.36	side	saɪd	864	s aɪ d	s aɪ d	c087 d032 c143	682	SIDE	stan1293
2045	German	the silver	9.65	Silber	zɪlbər	1640	z ɪ l b ə r	z ɪ l b ə r	c078 v219 c548 c254 v155 c151	759	SILVER	stan1295
2046	French	the silver	9.65	argent	aʀʒɑ̃	1641	a ʀ ʒ ɑ̃	a ʀ ʒ ɑ̃	v130 c761 c679 v088	759	SILVER	stan1290
2047	Dutch	the silver	9.65	zilver	zɪlvər	1640	z ɪ l v ə r	z ɪ l v ə r	c078 v219 c548 c446 v155 c151	759	SILVER	dutc1256
2048	English	the silver	9.65	silver	sɪlvər	1640	s ɪ l v ə r	s ɪ l v ə r	c087 v219 c548 c446 v155 c151	759	SILVER	stan1293
732	German	the skin or hide	4.12	Haut	haut	1810	h au t	h au t	c401 d026 c118	763	SKIN	stan1295
733	French	the skin or hide	4.12	peau	po	1809	p o	p o	c288 v042	763	SKIN	stan1290
734	Dutch	the skin or hide	4.12	huid	hœyt	1810	h œi t	h œi t	c401 d042 c118	763	SKIN	dutc1256
735	English	the skin or hide	4.12	skin	skɪn	1808	s k ɪ n	s k ɪ n	c087 c831 v219 c105	763	SKIN	stan1293
736	English	the skin or hide	4.12	hide	haɪd	1810	h aɪ d	h aɪ d	c401 d032 c143	763	SKIN	stan1293
791	German	the skull	4.202	Schädel	ʃɛːdəl	1861	ʃ ɛː d ə l	ʃ ɛː d ə l	c677 v225 c143 v155 c548	1605	SKULL	stan1295
792	French	the skull	4.202	crâne	kʀɑn	1862	k ʀ ɑ n	k ʀ ɑ n	c831 c761 v089 c105	1605	SKULL	stan1290
793	Dutch	the skull	4.202	schedel	sxeːdəl	1861	s x eː d ə l	s x eː d ə l	c087 c772 v202 c143 v155 c548	1605	SKULL	dutc1256
794	English	the skull	4.202	skull	skʌl	6017	s k ʌ l	s k ʌ l	c087 c831 v097 c548	1605	SKULL	stan1293
170	German	the sky	1.51	Himmel	hɪməl	2051	h ɪ m ə l	h ɪ m ə l	c401 v219 c239 v155 c548	1732	SKY	stan1295
171	French	the sky	1.51	ciel	sjɛl	2053	s j ɛ l	s j ɛ l	c087 c564 v229 c548	1732	SKY	stan1290
172	Dutch	the sky	1.51	hemel	heːməl	2051	h eː m ə l	h eː m ə l	c401 v202 c239 v155 c548	1732	SKY	dutc1256
173	English	the sky	1.51	sky	skaɪ	2052	s k aɪ	s k aɪ	c087 c831 d032	1732	SKY	stan1293
252	German	the smoke	1.83	Rauch	raux	1212	r au x	r au x	c151 d026 c772	778	SMOKE (EXHAUST)	stan1295
253	French	the smoke	1.83	fumée	fyme	1214	f y m e	f y m e	c447 v166 c239 v200	778	SMOKE (EXHAUST)	stan1290
254	Dutch	the smoke	1.83	rook	roːk	1212	r oː k	r oː k	c151 v035 c831	778	SMOKE (EXHAUST)	dutc1256
255	English	the smoke	1.83	smoke	sməʊk	1213	s m əʊ k	s m əu k	c087 c239 d029 c831	778	SMOKE (EXHAUST)	stan1293
708	German	the snail	3.94	Schnecke	ʃnɛkə	798	ʃ n ɛ k ə	ʃ n ɛ k ə	c677 c105 v229 c831 v155	1543	SNAIL	stan1295
709	French	the snail	3.94	escargot	ɛskaʀɡo	799	ɛ s k a ʀ ɡ o	ɛ s k a ʀ g o	v229 c087 c831 v130 c761 c824 v042	1543	SNAIL	stan1290
710	Dutch	the snail	3.94	slak	slɑk	800	s l ɑ k	s l ɑ k	c087 c548 v089 c831	1543	SNAIL	dutc1256
711	English	the snail	3.94	snail	sneɪl	798	s n eɪ l	s n eɪ l	c087 c105 d048 c548	1543	SNAIL	stan1293
240	German	the snow	1.76	Schnee	ʃneː	756	ʃ n eː	ʃ n eː	c677 c105 v202	784	SNOW	stan1295
241	French	the snow	1.76	neige	nɛʒ	756	n ɛ ʒ	n ɛ ʒ	c105 v229 c679	784	SNOW	stan1290
242	Dutch	the snow	1.76	sneeuw	sneːw	756	s n eː w	s n eː w	c087 c105 v202 c457	784	SNOW	dutc1256
243	English	the snow	1.76	snow	snəʊ	756	s n əʊ	s n əu	c087 c105 d029	784	SNOW	stan1293
1467	German	the sock or stocking	6.49	Strumpf	ʃtrʊmp͡f	589	ʃ t r ʊ m p͡f	ʃ t r ʊ m pf	c677 c118 c151 v056 c239 c420	329	STOCKING	stan1295
1469	French	the sock or stocking	6.49	chaussette	ʃosɛt	593	ʃ o s ɛ t	ʃ o s ɛ t	c677 v042 c087 v229 c118	329	STOCKING	stan1290
1471	Dutch	the sock or stocking	6.49	sok	sɔk	590	s ɔ k	s ɔ k	c087 v067 c831	329	STOCKING	dutc1256
1472	English	the sock or stocking	6.49	sock	sɔk	590	s ɔ k	s ɔ k	c087 v067 c831	329	STOCKING	stan1293
10	German	the soil	1.212	Erde	eːrdə	1475	eː r d ə	eː r d ə	v202 c151 c143 v155	1228	EARTH (SOIL)	stan1295
11	German	the soil	1.212	Boden	boːdən	1478	b oː d ə n	b oː d ə n	c254 v035 c143 v155 c105	1228	EARTH (SOIL)	stan1295
12	French	the soil	1.212	terre	tɛʁ	1477	t ɛ ʁ	t ɛ ʁ	c118 v229 c733	1228	EARTH (SOIL)	stan1290
13	French	the soil	1.212	sol	sɔl	1476	s ɔ l	s ɔ l	c087 v067 c548	1228	EARTH (SOIL)	stan1290
14	Dutch	the soil	1.212	bodem	boːdəm	1478	b oː d ə m	b oː d ə m	c254 v035 c143 v155 c239	1228	EARTH (SOIL)	dutc1256
15	English	the soil	1.212	soil	sɔɪl	-1476	s ɔi l	s ɔi l	c087 d018 c548	1228	EARTH (SOIL)	stan1293
347	German	the son	2.41	Sohn	zoːn	1341	z oː n	z oː n	c078 v035 c105	1620	SON	stan1295
348	French	the son	2.41	fils	fis	1342	f i s	f i s	c447 v191 c087	1620	SON	stan1290
349	Dutch	the son	2.41	zoon	zoːn	1341	z oː n	z oː n	c078 v035 c105	1620	SON	dutc1256
350	English	the son	2.41	son	sʌn	1341	s ʌ n	s ʌ n	c087 v097 c105	1620	SON	stan1293
405	German	the son-in-law (of a man)	2.63	Schwiegersohn	ʃviːɡər#zoːn	409	ʃ v iː ɡ ə r # z oː n	ʃ v iː g ə r _ z oː n	c677 c446 v183 c824 v155 c151 m001 c078 v035 c105	2267	SON-IN-LAW (OF MAN)	stan1295
406	French	the son-in-law (of a man)	2.63	gendre	ʒɑ̃dʀ	411	ʒ ɑ̃ d ʀ	ʒ ɑ̃ d ʀ	c679 v088 c143 c761	2267	SON-IN-LAW (OF MAN)	stan1290
407	Dutch	the son-in-law (of a man)	2.63	schoonzoon	sxoːn#zoːn	409	s x oː n # z oː n	s x oː n _ z oː n	c087 c772 v035 c105 m001 c078 v035 c105	2267	SON-IN-LAW (OF MAN)	dutc1256
408	English	the son-in-law (of a man)	2.63	son-in-law	sʌn#ɪn#lɔː	409	s ʌ n # ɪ n # l ɔː	s ʌ n _ ɪ n _ l ɔː	c087 v097 c105 m001 v219 c105 m001 c548 v065	2267	SON-IN-LAW (OF MAN)	stan1293
1351	German	the soup	5.64	Suppe	zʊpə	-36	z ʊ p ə	z ʊ p ə	c078 v056 c288 v155	1547	SOUP	stan1295
1352	German	the soup	5.64	Brühe	bryːə	37	b r yː ə	b r yː ə	c254 c151 v168 v155	1547	SOUP	stan1295
1353	French	the soup	5.64	soupe	sup	36	s u p	s u p	c087 v027 c288	1547	SOUP	stan1290
1354	French	the soup	5.64	potage	pɔtaʒ	38	p ɔ t a ʒ	p ɔ t a ʒ	c288 v067 c118 v130 c679	1547	SOUP	stan1290
1355	Dutch	the soup	5.64	soep	suːp	-36	s uː p	s uː p	c087 v019 c288	1547	SOUP	dutc1256
1356	English	the soup	5.64	soup	suːp	-36	s uː p	s uː p	c087 v019 c288	1547	SOUP	stan1293
2677	German	the south	12.48	Süden	zyːdən	197	z yː d ə n	z yː d ə n	c078 v168 c143 v155 c105	1595	SOUTH	stan1295
2678	French	the south	12.48	sud	syd	197	s y d	s y d	c087 v166 c143	1595	SOUTH	stan1290
2679	Dutch	the south	12.48	zuiden	zœydə	197	z œi d ə	z œi d ə	c078 d042 c143 v155	1595	SOUTH	dutc1256
2680	English	the south	12.48	south	saʊθ	197	s aʊ θ	s aʊ θ	c087 d028 c413	1595	SOUTH	stan1293
505	German	the sow	3.34	Sau	zau	1523	z au	z au	c078 d026	1351	SOW (FEMALE PIG)	stan1295
506	French	the sow	3.34	truie	tʀɥi	1524	t ʀ ɥ i	t ʀ ɥ i	c118 c761 c453 v191	1351	SOW (FEMALE PIG)	stan1290
507	Dutch	the sow	3.34	zeug	zøːx	1523	z øː x	z øː x	c078 v169 c772	1351	SOW (FEMALE PIG)	dutc1256
508	English	the sow	3.34	sow	səʊ	1523	s əʊ	s əu	c087 d029	1351	SOW (FEMALE PIG)	stan1293
1730	German	the spade	8.23	spaten	ʃpaːtən	2114	ʃ p aː t ə n	ʃ p aː t ə n	c677 c288 v137 c118 v155 c105	1176	SPADE	stan1295
1731	French	the spade	8.23	bêche	bɛʃ	2115	b ɛ ʃ	b ɛ ʃ	c254 v229 c677	1176	SPADE	stan1290
1732	Dutch	the spade	8.23	spade	spaːdə	2114	s p aː d ə	s p aː d ə	c087 c288 v137 c143 v155	1176	SPADE	dutc1256
1733	English	the spade	8.23	spade	speɪd	2114	s p eɪ d	s p eɪ d	c087 c288 d048 c143	1176	SPADE	stan1293
1447	German	the spindle	6.32	Spindel	ʃpɪndəl	628	ʃ p ɪ n d ə l	ʃ p ɪ n d ə l	c677 c288 v219 c105 c143 v155 c548	277	SPINDLE	stan1295
1448	French	the spindle	6.32	fuseau	fyzo	629	f y z o	f y z o	c447 v166 c078 v042	277	SPINDLE	stan1290
1449	Dutch	the spindle	6.32	spindel	spɪndəl	628	s p ɪ n d ə l	s p ɪ n d ə l	c087 c288 v219 c105 c143 v155 c548	277	SPINDLE	dutc1256
1450	English	the spindle	6.32	spindle	spɪndḷ	628	s p ɪ n d ḷ	s p ɪ n d l̩	c087 c288 v219 c105 c143 c537	277	SPINDLE	stan1293
134	German	the spring or well	1.37	Quelle	kvɛlə	1046	k v ɛ l ə	k v ɛ l ə	c831 c446 v229 c548 v155	2144	SPRING OR WELL	stan1295
135	German	the spring or well	1.37	Brunnen	brʊnən	1047	b r ʊ n ə n	b r ʊ n ə n	c254 c151 v056 c105 v155 c105	2144	SPRING OR WELL	stan1295
136	French	the spring or well	1.37	source	suʀs	1048	s u ʀ s	s u ʀ s	c087 v027 c761 c087	2144	SPRING OR WELL	stan1290
137	French	the spring or well	1.37	puits	pɥi	1050	p ɥ i	p ɥ i	c288 c453 v191	2144	SPRING OR WELL	stan1290
138	Dutch	the spring or well	1.37	bron	brɔn	1047	b r ɔ n	b r ɔ n	c254 c151 v067 c105	2144	SPRING OR WELL	dutc1256
139	English	the spring or well	1.37	spring	sprɪŋ	6004	s p r ɪ ŋ	s p r ɪ ŋ	c087 c288 c151 v219 c795	2144	SPRING OR WELL	stan1293
140	English	the spring or well	1.37	well	wɛl	1049	w ɛ l	w ɛ l	c457 v229 c548	2144	SPRING OR WELL	stan1293
2748	German	the square	12.78	Viereck	fiːr#ɛk	1204	f iː r # ɛ k	f iː r _ ɛ k	c447 v183 c151 m001 v229 c831	850	SQUARE	stan1295
2749	French	the square	12.78	carré	kaʀe	1203	k a ʀ e	k a ʀ e	c831 v130 c761 v200	850	SQUARE	stan1290
2750	Dutch	the square	12.78	vierkant	viːr#kɑnt	1204	v iː r # k ɑ n t	v iː r _ k ɑ n t	c446 v183 c151 m001 c831 v089 c105 c118	850	SQUARE	dutc1256
2751	English	the square	12.78	square	skwɛər	1202	s k w ɛ ə r	s k w ɛ ə r	c087 c831 c457 v229 v155 c151	850	SQUARE	stan1293
468	German	the stable or stall	3.19	Stall	ʃtal	120	ʃ t a l	ʃ t a l	c677 c118 v130 c548	851	STABLE	stan1295
469	French	the stable or stall	3.19	étable	etabl	6011	e t a b l	e t a b l	v200 c118 v130 c254 c548	851	STABLE	stan1290
470	French	the stable or stall	3.19	écurie	ekyʀi	121	e k y ʀ i	e k y ʀ i	v200 c831 v166 c761 v191	851	STABLE	stan1290
471	Dutch	the stable or stall	3.19	stal	stɑl	120	s t ɑ l	s t ɑ l	c087 c118 v089 c548	851	STABLE	dutc1256
472	English	the stable or stall	3.19	stable	steɪbḷ	-6011	s t eɪ b ḷ	s t eɪ b l̩	c087 c118 d048 c254 c537	851	STABLE	stan1293
473	English	the stable or stall	3.19	stall	stɔːl	120	s t ɔː l	s t ɔː l	c087 c118 v065 c548	851	STABLE	stan1293
524	German	the stallion	3.42	Hengst	hɛŋst	514	h ɛ ŋ s t	h ɛ ŋ s t	c401 v229 c795 c087 c118	936	STALLION	stan1295
525	French	the stallion	3.42	étalon	etalɔ̃	515	e t a l ɔ̃	e t a l ɔ̃	v200 c118 v130 c548 v066	936	STALLION	stan1290
526	Dutch	the stallion	3.42	hengst	hɛŋst	514	h ɛ ŋ s t	h ɛ ŋ s t	c401 v229 c795 c087 c118	936	STALLION	dutc1256
527	English	the stallion	3.42	stallion	stæljən	-515	s t æ l j ə n	s t æ l j ə n	c087 c118 v198 c548 c564 v155 c105	936	STALLION	stan1293
422	German	the stepdaughter	2.74	Stieftochter	ʃtiːf#tɔxtər	1014	ʃ t iː f # t ɔ x t ə r	ʃ t iː f _ t ɔ x t ə r	c677 c118 v183 c447 m001 c118 v067 c772 c118 v155 c151	1058	STEPDAUGHTER	stan1295
423	French	the stepdaughter	2.74	belle-fille	bɛl#fij	1015	b ɛ l # f i j	b ɛ l _ f i j	c254 v229 c548 m001 c447 v191 c564	1058	STEPDAUGHTER	stan1290
424	Dutch	the stepdaughter	2.74	stiefdochter	stiːv#dɔxtər	1014	s t iː v # d ɔ x t ə r	s t iː v _ d ɔ x t ə r	c087 c118 v183 c446 m001 c143 v067 c772 c118 v155 c151	1058	STEPDAUGHTER	dutc1256
425	English	the stepdaughter	2.74	stepdaughter	stɛp#dɔːtər	1014	s t ɛ p # d ɔː t ə r	s t ɛ p _ d ɔː t ə r	c087 c118 v229 c288 m001 c143 v065 c118 v155 c151	1058	STEPDAUGHTER	stan1293
414	German	the stepfather	2.71	Stiefvater	ʃtiːf#faːtər	1005	ʃ t iː f # f aː t ə r	ʃ t iː f _ f aː t ə r	c677 c118 v183 c447 m001 c447 v137 c118 v155 c151	237	STEPFATHER	stan1295
415	French	the stepfather	2.71	beau-père	bo#pɛʀ	1005	b o # p ɛ ʀ	b o _ p ɛ ʀ	c254 v042 m001 c288 v229 c761	237	STEPFATHER	stan1290
416	Dutch	the stepfather	2.71	stiefvader	stiː#faːdər	1005	s t iː # f aː d ə r	s t iː _ f aː d ə r	c087 c118 v183 m001 c447 v137 c143 v155 c151	237	STEPFATHER	dutc1256
417	English	the stepfather	2.71	stepfather	stɛp#fɑːðər	1005	s t ɛ p # f ɑː ð ə r	s t ɛ p _ f ɑː ð ə r	c087 c118 v229 c288 m001 c447 v091 c415 v155 c151	237	STEPFATHER	stan1293
418	German	the stepmother	2.72	Stiefmutter	ʃtiːf#mʊtər	1012	ʃ t iː f # m ʊ t ə r	ʃ t iː f _ m ʊ t ə r	c677 c118 v183 c447 m001 c239 v056 c118 v155 c151	236	STEPMOTHER	stan1295
419	French	the stepmother	2.72	belle-mère	bɛl#mɛʀ	1012	b ɛ l # m ɛ ʀ	b ɛ l _ m ɛ ʀ	c254 v229 c548 m001 c239 v229 c761	236	STEPMOTHER	stan1290
420	Dutch	the stepmother	2.72	stiefmoeder	stiːf#muːdər	1012	s t iː f # m uː d ə r	s t iː f _ m uː d ə r	c087 c118 v183 c447 m001 c239 v019 c143 v155 c151	236	STEPMOTHER	dutc1256
421	English	the stepmother	2.72	stepmother	stɛp#mʌðər	1012	s t ɛ p # m ʌ ð ə r	s t ɛ p _ m ʌ ð ə r	c087 c118 v229 c288 m001 c239 v097 c415 v155 c151	236	STEPMOTHER	stan1293
959	German	the stomach	4.46	Magen	maːɡən	940	m aː ɡ ə n	m aː g ə n	c239 v137 c824 v155 c105	819	STOMACH	stan1295
960	French	the stomach	4.46	estomac	ɛstɔma	941	ɛ s t ɔ m a	ɛ s t ɔ m a	v229 c087 c118 v067 c239 v130	819	STOMACH	stan1290
961	Dutch	the stomach	4.46	maag	maːx	940	m aː x	m aː x	c239 v137 c772	819	STOMACH	dutc1256
962	English	the stomach	4.46	stomach	stʌmək	-941	s t ʌ m ə k	s t ʌ m ə k	c087 c118 v097 c239 v155 c831	819	STOMACH	stan1293
157	German	the stone or rock	1.44	Stein	ʃtain	423	ʃ t ai n	ʃ t ai n	c677 c118 d030 c105	2125	STONE OR ROCK	stan1295
158	German	the stone or rock	1.44	Fels	fɛls	426	f ɛ l s	f ɛ l s	c447 v229 c548 c087	2125	STONE OR ROCK	stan1295
159	French	the stone or rock	1.44	pierre	pjɛʀ	424	p j ɛ ʀ	p j ɛ ʀ	c288 c564 v229 c761	2125	STONE OR ROCK	stan1290
160	French	the stone or rock	1.44	roc	ʀɔk	425	ʀ ɔ k	ʀ ɔ k	c761 v067 c831	2125	STONE OR ROCK	stan1290
161	French	the stone or rock	1.44	rocher	ʀɔʃe	425	ʀ ɔ ʃ e	ʀ ɔ ʃ e	c761 v067 c677 v200	2125	STONE OR ROCK	stan1290
162	Dutch	the stone or rock	1.44	rots	rɔʦ	-425	r ɔ ʦ	r ɔ ts	c151 v067 c015	2125	STONE OR ROCK	dutc1256
163	Dutch	the stone or rock	1.44	steen	steːn	423	s t eː n	s t eː n	c087 c118 v202 c105	2125	STONE OR ROCK	dutc1256
164	English	the stone or rock	1.44	stone	stəʊn	423	s t əʊ n	s t əu n	c087 c118 d029 c105	2125	STONE OR ROCK	stan1293
165	English	the stone or rock	1.44	rock	rɔk	-425	r ɔ k	r ɔ k	c151 v067 c831	2125	STONE OR ROCK	stan1293
190	German	the storm	1.58	Sturm	ʃtʊrm	2062	ʃ t ʊ r m	ʃ t ʊ r m	c677 c118 v056 c151 c239	858	STORM	stan1295
191	French	the storm	1.58	orage	ɔʀaʒ	2063	ɔ ʀ a ʒ	ɔ ʀ a ʒ	v067 c761 v130 c679	858	STORM	stan1290
192	French	the storm	1.58	tempête	tɑ̃pɛt	2064	t ɑ̃ p ɛ t	t ɑ̃ p ɛ t	c118 v088 c288 v229 c118	858	STORM	stan1290
193	Dutch	the storm	1.58	storm	stɔrm	2062	s t ɔ r m	s t ɔ r m	c087 c118 v067 c151 c239	858	STORM	dutc1256
194	English	the storm	1.58	storm	stɔːm	2062	s t ɔː m	s t ɔː m	c087 c118 v065 c239	858	STORM	stan1293
1613	German	the stove	7.32	Ofen	oːfən	833	oː f ə n	oː f ə n	v035 c447 v155 c105	859	STOVE	stan1295
1614	French	the stove	7.32	poêle	pwal	835	p w a l	p w a l	c288 c457 v130 c548	859	STOVE	stan1290
1615	Dutch	the stove	7.32	kachel	kɑxəl	836	k ɑ x ə l	k ɑ x ə l	c831 v089 c772 v155 c548	859	STOVE	dutc1256
1616	English	the stove	7.32	stove	stəʊv	834	s t əʊ v	s t əu v	c087 c118 d029 c446	859	STOVE	stan1293
174	German	the sun	1.52	Sonne	zɔnə	2047	z ɔ n ə	z ɔ n ə	c078 v067 c105 v155	1343	SUN	stan1295
175	French	the sun	1.52	soleil	sɔlɛj	2047	s ɔ l ɛ j	s ɔ l ɛ j	c087 v067 c548 v229 c564	1343	SUN	stan1290
176	Dutch	the sun	1.52	zon	zɔn	2047	z ɔ n	z ɔ n	c078 v067 c105	1343	SUN	dutc1256
177	English	the sun	1.52	sun	sʌn	2047	s ʌ n	s ʌ n	c087 v097 c105	1343	SUN	stan1293
1311	German	the supper	5.45	Abendessen	aːbənt#ɛsən	1255	aː b ə n t # ɛ s ə n	aː b ə n t _ ɛ s ə n	v137 c254 v155 c105 c118 m001 v229 c087 v155 c105	1833	DINNER (SUPPER)	stan1295
1312	German	the supper	5.45	Abendbrot	aːbənt#broːt	1257	aː b ə n t # b r oː t	aː b ə n t _ b r oː t	v137 c254 v155 c105 c118 m001 c254 c151 v035 c118	1833	DINNER (SUPPER)	stan1295
1313	French	the supper	5.45	souper	supe	1256	s u p e	s u p e	c087 v027 c288 v200	1833	DINNER (SUPPER)	stan1290
1314	Dutch	the supper	5.45	avondeten	aːvɔnd#eːtə	1255	aː v ɔ n d # eː t ə	aː v ɔ n d _ eː t ə	v137 c446 v067 c105 c143 m001 v202 c118 v155	1833	DINNER (SUPPER)	dutc1256
1315	English	the supper	5.45	supper	sʌpər	-1256	s ʌ p ə r	s ʌ p ə r	c087 v097 c288 v155 c151	1833	DINNER (SUPPER)	stan1293
141	German	the swamp	1.38	Sumpf	zʊmp͡f	1020	z ʊ m p͡f	z ʊ m pf	c078 v056 c239 c420	1145	SWAMP	stan1295
142	German	the swamp	1.38	Morast	moːrast	-1021	m oː r a s t	m oː r a s t	c239 v035 c151 v130 c087 c118	1145	SWAMP	stan1295
143	French	the swamp	1.38	marais	maʀɛ	1021	m a ʀ ɛ	m a ʀ ɛ	c239 v130 c761 v229	1145	SWAMP	stan1290
144	French	the swamp	1.38	marécage	maʀekaʒ	1021	m a ʀ e k a ʒ	m a ʀ e k a ʒ	c239 v130 c761 v200 c831 v130 c679	1145	SWAMP	stan1290
145	Dutch	the swamp	1.38	moeras	muːrɑs	-1021	m uː r ɑ s	m uː r ɑ s	c239 v019 c151 v089 c087	1145	SWAMP	dutc1256
146	English	the swamp	1.38	swamp	swɔmp	1020	s w ɔ m p	s w ɔ m p	c087 c457 v067 c239 c288	1145	SWAMP	stan1293
1132	German	the swelling	4.853	Schwellung	ʃvɛlʊŋ	525	ʃ v ɛ l ʊ ŋ	ʃ v ɛ l ʊ ŋ	c677 c446 v229 c548 v056 c795	1903	SWELLING	stan1295
1133	French	the swelling	4.853	bosse	bɔs	526	b ɔ s	b ɔ s	c254 v067 c087	1903	SWELLING	stan1290
1134	French	the swelling	4.853	enflure	ɑ̃flyʀ	527	ɑ̃ f l y ʀ	ɑ̃ f l y ʀ	v088 c447 c548 v166 c761	1903	SWELLING	stan1290
1135	Dutch	the swelling	4.853	zwelling	zwɛlɪŋ	525	z w ɛ l ɪ ŋ	z w ɛ l ɪ ŋ	c078 c457 v229 c548 v219 c795	1903	SWELLING	dutc1256
1136	English	the swelling	4.853	swelling	swɛlɪŋ	525	s w ɛ l ɪ ŋ	s w ɛ l ɪ ŋ	c087 c457 v229 c548 v219 c795	1903	SWELLING	stan1293
777	German	the tail	4.18	Schwanz	ʃvanʦ	1824	ʃ v a n ʦ	ʃ v a n ts	c677 c446 v130 c105 c015	1220	TAIL	stan1295
779	French	the tail	4.18	queue	kø	1826	k ø	k ø	c831 v171	1220	TAIL	stan1290
780	Dutch	the tail	4.18	staart	staːrt	1827	s t aː r t	s t aː r t	c087 c118 v137 c151 c118	1220	TAIL	dutc1256
781	English	the tail	4.18	tail	teɪl	1825	t eɪ l	t eɪ l	c118 d048 c548	1220	TAIL	stan1293
1412	German	the tailor	6.13	Schneider	ʃnaidər	1463	ʃ n ai d ə r	ʃ n ai d ə r	c677 c105 d030 c143 v155 c151	881	TAILOR	stan1295
1413	French	the tailor	6.13	tailleur	tajœʀ	1464	t a j œ ʀ	t a j œ ʀ	c118 v130 c564 v178 c761	881	TAILOR	stan1290
1414	Dutch	the tailor	6.13	kleermaker	kleːr#maːkər	1465	k l eː r # m aː k ə r	k l eː r _ m aː k ə r	c831 c548 v202 c151 m001 c239 v137 c831 v155 c151	881	TAILOR	dutc1256
1415	English	the tailor	6.13	tailor	teɪlər	-1464	t eɪ l ə r	t eɪ l ə r	c118 d048 c548 v155 c151	881	TAILOR	stan1293
1568	German	the tent	7.14	Zelt	ʦɛlt	1	ʦ ɛ l t	ts ɛ l t	c015 v229 c548 c118	1316	TENT	stan1295
1569	French	the tent	7.14	tente	tɑ̃t	2	t ɑ̃ t	t ɑ̃ t	c118 v088 c118	1316	TENT	stan1290
1570	Dutch	the tent	7.14	tent	tɛnt	-2	t ɛ n t	t ɛ n t	c118 v229 c105 c118	1316	TENT	dutc1256
1571	English	the tent	7.14	tent	tɛnt	-2	t ɛ n t	t ɛ n t	c118 v229 c105 c118	1316	TENT	stan1293
896	German	the thigh	4.351	Oberschenkel	oːbər#ʃɛŋkəl	267	oː b ə r # ʃ ɛ ŋ k ə l	oː b ə r _ ʃ ɛ ŋ k ə l	v035 c254 v155 c151 m001 c677 v229 c795 c831 v155 c548	800	THIGH	stan1295
